ID,Prenda,Modelo,Precio,Dia de la semana,Dia,Mes,Año
1553,Yogasuit,lulea,90000,,24,2,2026
1554,Remera,Basic,27000,,24,2,2026
1555,Short,Active,33000,,24,2,2026
1556,Crop,Suma,44900,,24,2,2026
1557,Musculosa,Alba,35900,,27,2,2026
1558,Remera,Abundancia,35000,,27,2,2026
1559,Pantalon,Line,74900,,27,2,2026
1560,Legging,7/8 Cotton Swasti,50000,,11,3,2026
1561,Legging,7/8 Gardenia,50000,,11,3,2026
1562,RETIRO - REGALO,Top Braid,0,,18,3,2026
1563,RETIRO - REGALO,Gorra alquimia,0,,18,3,2026
1564,RETIRO - REGALO,Remera Botanica Oculta,0,,18,3,2026
1565,Remera,Botanica Oculta,34930,,18,3,2026
1566,RETIRO - ,Falda Flex lulea,0,,18,3,2026
1567,Polaina,lulea,48930,,19,3,2026
1568,RETIRO - REGALO,Remera Hombre Minidry,17856,,19,3,2026
1569,RETIRO - REGALO,Short Hombre ,25936,,19,3,2026
1570,RETIRO - REGALO,Gorra alquimia,17520,,19,3,2026
1571,Buzo ,El Puente,52430,,20,3,2026
1572,Buzo,Cozy,59920,,27,3,2026
1573,Legging,Soft Cotton Cacao,59920,,27,3,2026
1574,Musculosa,Brisa,39920,,27,3,2026
1576,Campera,Botanica,49950,,27,3,2026
1577,Buzo,Hima ,59900,,27,3,2026
1578,Remera,Botanica Oculta ,34920,,27,3,2026
1579,Legging,7/8 Frutos ,22450,,1,4,2026
1580,Top,Shanti Frutos,32900,,1,4,2026
1581,Buzo,Warm Up,67920,,1,4,2026
1582,Buzo,Warm Up,67920,,1,4,2026
1583,Buzo,Cozy,74900,,1,4,2026
1584,Pantalon ,Cozy,74900,,1,4,2026
1585,Crop,Bruma,39920,,1,4,2026
1586,Crop,Bruma,39920,,1,4,2026
1587,Legging,7/8 Cotton Swasti,52430,,8,4,2026
1588,Top,Cotton Swasti,38530,,8,4,2026
1589,Polainas,lulea,48930,,10,4,2026
1590,Crop,Top Suma,34930,,10,4,2026
1591,Polainas,lulea,48930,,10,4,2026
1592,Remera,Oversize La Templanza,34920,,10,4,2026
1593,Pantalon ,Wide,52430,,10,4,2026
1594,Remera,Crop urdhva,34930,,10,4,2026
1595,Crop,Top Bruma,34930,,10,4,2026
1596,Crop,Bruma,34900,,10,4,2026
1597,Falda,lulea,40000,,13,4,2026
1598,Legging,7/8 Polisap Y,60000,,15,4,2026
1599,Anorak,lulea,116900,,15,4,2026
1600,Remera,Botanica Oculta,34900,,15,4,2026
1601,Pantalon,Cozy,52430,,15,4,2026
1602,Buzo,Warm Up,59430,,15,4,2026
1604,Remera,Botanica Oculta,34930,,15,4,2026
1605,Remera,Botanica Oculta,34930,,15,4,2026
1606,Top,Rio Verbena,39920,,17,4,2026
1607,Legging,7/8 Polisap Verbena,59920,,17,4,2026
1608,Top,Shanti Gardenia,39920,,17,4,2026
1609,Legging,7/8 Polisap Gardenia,55920,,17,4,2026
1610,Legging,7/8 Befit ,55920,,17,4,2026
1611,Top,Y ,43920,,17,4,2026
1612,Crop,Suma,34920,,17,4,2026
1613,Crop - REGALO AL COSTO,Suma ,14000,,17,4,2026
1614, Pantalon,Tailor,50000,,20,4,2026
1615,Top,Rio Verbena,35000,,20,4,2026
1616,Remera,Manga Larga Crop Urdhva,40000,,20,4,2026
1617,Remera ,Urdhva,43920,,20,4,2026
1618,Remera,Prana Manga Larga Rosa,43920,,20,4,2026
1619,Buzo,Active lulea,59920,,20,4,2026
1620,Remera,Free,31920,,20,4,2026
1621,RETIRO - PUBLI WEEK,Falda Flex,24720,,21,4,2026
1622,RETIRO - PUBLI WEEK,Crop Suma,16740,,21,4,2026
1623,RETIRO - Regalo Chichi,Crop Bruma,0,,21,4,2026
1624,Yoguineta ,Alba,55900,,22,4,2026
1625,Pantalon,Velvet Plush,59900,,22,4,2026
1626,Anorak,lulea,116900,,23,4,2026
1627,Buzo,Velvet Plush,59430,,24,4,2026
1628,Polaina,lulea,48930,,24,4,2026
1629,Polaina,lulea,48930,,24,4,2026
1630,Pantalon,line,67400,,27,4,2026
1631,Legging,7/8 Cotton Marea,67410,,27,4,2026
1632,Legging,Cotton 7/8,69000,,27,4,2026
1633,Legging,7/8 Soft Cotton,59900,,28,4,2026
1634,Buzo,Warm Up,67900,,28,4,2026
1635,Remera,Crop Urdhva,39920,,28,4,2026
1636,RETIRO PERSONAL,Crop Suma,0,,28,4,2026
1637,RETIRO PERSONAL,Legging 7/8 Sotf Cotton,0,,28,4,2026
1638,Pantalon,Cozy,52430,,1,5,2026
1639,Buzo,Cozy,52430,,1,5,2026
1640,Legging,Recta,52430,,1,5,2026
1641,Remera,Urdhva,34930,,1,5,2026
1642,Remera,Urdhva,34930,,1,5,2026
1643,Buzo,Hima,59430,,1,5,2026
1644,Pantalon,Tailor,48930,,1,5,2026
1645,Pantalon,Tailor,48930,,1,5,2026
1646,Crop,Bruma,29940,,6,5,2026
1647,RETIRO PERSONAL,Yoguineta ALBA,0,,6,5,2026
1648,Crop,Bruma,37425,,6,5,2026
1649,Remera Crop,Classic lulea,37425,,6,5,2026
1650,Pantalon,Tailor,52425,,6,5,2026
1651,Legging,7/8 Cotton Nativa,59920,,6,5,2026
1652,Top,Shanti Nativa,39920,,6,5,2026
1653,Pantalon,Wide Velvet,59920,,6,5,2026
1654,Buzo,Velvet Samadhi,67920,,6,5,2026
1655,Buzo,Hima No Gender Micropolar,67920,,6,5,2026
1656,Crop,Carmin,39920,,6,5,2026
1657,Campera,Sherpa,103920,,6,5,2026
